iter k algo time relerr
20 96 5 9.13597 0.0948638
21 96 5 9.63637 0.0948834
22 96 5 10.1259 0.0947359
23 96 5 10.4795 0.0943849
24 96 5 10.974 0.0944777
25 96 5 11.4699 0.0945094
26 96 5 11.9635 0.0945265
27 96 5 12.4596 0.0945401
28 96 5 12.9554 0.0945531
29 96 5 13.4496 0.0945661
0 96 6 0.380807 0.299733
1 96 6 0.669403 0.284334
2 96 6 0.955188 0.279929
3 96 6 1.24477 0.278515
4 96 6 1.53281 0.277323
5 96 6 1.82245 0.276316
6 96 6 2.11452 0.276808
7 96 6 2.40257 0.278464
8 96 6 2.69493 0.275925
9 96 6 2.98536 0.274854
10 96 6 3.27502 0.274854
11 96 6 3.56156 0.274941
12 96 6 3.84386 0.274545
13 96 6 4.12686 0.274184
14 96 6 4.41319 0.273973
15 96 6 4.69729 0.27381
16 96 6 4.9885 0.273696
17 96 6 5.27538 0.273638
18 96 6 5.57332 0.273599
19 96 6 5.86042 0.273507
20 96 6 6.14602 0.273396
21 96 6 6.43262 0.273354
22 96 6 6.71761 0.273341
23 96 6 7.0056 0.273327
24 96 6 7.29507 0.273306
25 96 6 7.58073 0.273286
26 96 6 7.86568 0.273283
27 96 6 8.15047 0.273285
28 96 6 8.43503 0.273261
29 96 6 8.72316 0.273229
